항목,단위,성별,연령대,백분위,값
BMI,kg/m²,여,60~64세,77,26.7
BMI,kg/m²,여,60~64세,78,26.9
BMI,kg/m²,여,60~64세,79,27.1
BMI,kg/m²,여,60~64세,80,27.3
BMI,kg/m²,여,60~64세,81,27.4
BMI,kg/m²,여,60~64세,82,27.6
BMI,kg/m²,여,60~64세,83,27.8
BMI,kg/m²,여,60~64세,84,28
BMI,kg/m²,여,60~64세,85,28.2
BMI,kg/m²,여,60~64세,86,28.3
BMI,kg/m²,여,60~64세,87,28.5
BMI,kg/m²,여,60~64세,88,28.7
BMI,kg/m²,여,60~64세,89,28.9
BMI,kg/m²,여,60~64세,90,29.1
BMI,kg/m²,여,60~64세,91,29.2
BMI,kg/m²,여,60~64세,92,29.4
BMI,kg/m²,여,60~64세,93,29.6
BMI,kg/m²,여,60~64세,94,29.8
BMI,kg/m²,여,60~64세,95,30
BMI,kg/m²,여,60~64세,96,31.6
BMI,kg/m²,여,60~64세,97,33.8
BMI,kg/m²,여,60~64세,98,35.9
BMI,kg/m²,여,60~64세,99,38
BMI,kg/m²,여,60~64세,100,50
BMI,kg/m²,남,65~69세,1,17
BMI,kg/m²,남,65~69세,2,18.6
BMI,kg/m²,남,65~69세,3,18.7
BMI,kg/m²,남,65~69세,4,18.8
BMI,kg/m²,남,65~69세,5,18.9
BMI,kg/m²,남,65~69세,6,19
BMI,kg/m²,남,65~69세,7,19.1
BMI,kg/m²,남,65~69세,8,19.3
BMI,kg/m²,남,65~69세,9,19.4
BMI,kg/m²,남,65~69세,10,19.5
BMI,kg/m²,남,65~69세,11,19.6
BMI,kg/m²,남,65~69세,12,19.7
BMI,kg/m²,남,65~69세,13,19.8
BMI,kg/m²,남,65~69세,14,19.9
BMI,kg/m²,남,65~69세,15,20.1
BMI,kg/m²,남,65~69세,16,20.2
BMI,kg/m²,남,65~69세,17,20.3
BMI,kg/m²,남,65~69세,18,20.4
BMI,kg/m²,남,65~69세,19,20.5
BMI,kg/m²,남,65~69세,20,20.6
BMI,kg/m²,남,65~69세,21,20.8
BMI,kg/m²,남,65~69세,22,20.9
BMI,kg/m²,남,65~69세,23,21
BMI,kg/m²,남,65~69세,24,21.1
BMI,kg/m²,남,65~69세,25,21.2
BMI,kg/m²,남,65~69세,26,21.3
BMI,kg/m²,남,65~69세,27,21.5
BMI,kg/m²,남,65~69세,28,21.6
BMI,kg/m²,남,65~69세,29,21.7
BMI,kg/m²,남,65~69세,30,21.8
BMI,kg/m²,남,65~69세,31,21.9
BMI,kg/m²,남,65~69세,32,22
BMI,kg/m²,남,65~69세,33,22.2
BMI,kg/m²,남,65~69세,34,22.3
BMI,kg/m²,남,65~69세,35,22.4
BMI,kg/m²,남,65~69세,36,22.5
BMI,kg/m²,남,65~69세,37,22.6
BMI,kg/m²,남,65~69세,38,22.7
BMI,kg/m²,남,65~69세,39,22.9
BMI,kg/m²,남,65~69세,40,23
BMI,kg/m²,남,65~69세,41,23.1
BMI,kg/m²,남,65~69세,42,23.2
BMI,kg/m²,남,65~69세,43,23.3
BMI,kg/m²,남,65~69세,44,23.4
BMI,kg/m²,남,65~69세,45,23.6
BMI,kg/m²,남,65~69세,46,23.7
BMI,kg/m²,남,65~69세,47,23.8
BMI,kg/m²,남,65~69세,48,23.9
BMI,kg/m²,남,65~69세,49,24
BMI,kg/m²,남,65~69세,50,24.1
BMI,kg/m²,남,65~69세,51,24.2
BMI,kg/m²,남,65~69세,52,24.4
BMI,kg/m²,남,65~69세,53,24.5
BMI,kg/m²,남,65~69세,54,24.6
BMI,kg/m²,남,65~69세,55,24.7
BMI,kg/m²,남,65~69세,56,24.8
BMI,kg/m²,남,65~69세,57,24.9
BMI,kg/m²,남,65~69세,58,25.1
BMI,kg/m²,남,65~69세,59,25.2
BMI,kg/m²,남,65~69세,60,25.3
BMI,kg/m²,남,65~69세,61,25.5
BMI,kg/m²,남,65~69세,62,25.6
BMI,kg/m²,남,65~69세,63,25.7
BMI,kg/m²,남,65~69세,64,25.8
BMI,kg/m²,남,65~69세,65,26
BMI,kg/m²,남,65~69세,66,26.1
BMI,kg/m²,남,65~69세,67,26.2
BMI,kg/m²,남,65~69세,68,26.4
BMI,kg/m²,남,65~69세,69,26.5
BMI,kg/m²,남,65~69세,70,26.6
BMI,kg/m²,남,65~69세,71,26.7
BMI,kg/m²,남,65~69세,72,26.9
BMI,kg/m²,남,65~69세,73,27
BMI,kg/m²,남,65~69세,74,27.1
BMI,kg/m²,남,65~69세,75,27.3
BMI,kg/m²,남,65~69세,76,27.4
BMI,kg/m²,남,65~69세,77,27.5
BMI,kg/m²,남,65~69세,78,27.6
BMI,kg/m²,남,65~69세,79,27.8
BMI,kg/m²,남,65~69세,80,27.9
BMI,kg/m²,남,65~69세,81,28
BMI,kg/m²,남,65~69세,82,28.2
BMI,kg/m²,남,65~69세,83,28.3
BMI,kg/m²,남,65~69세,84,28.4
BMI,kg/m²,남,65~69세,85,28.5
BMI,kg/m²,남,65~69세,86,28.7
BMI,kg/m²,남,65~69세,87,28.8
BMI,kg/m²,남,65~69세,88,28.9
BMI,kg/m²,남,65~69세,89,29.1
BMI,kg/m²,남,65~69세,90,29.2
BMI,kg/m²,남,65~69세,91,29.3
BMI,kg/m²,남,65~69세,92,29.5
BMI,kg/m²,남,65~69세,93,29.6
BMI,kg/m²,남,65~69세,94,29.7
BMI,kg/m²,남,65~69세,95,29.8
BMI,kg/m²,남,65~69세,96,30
BMI,kg/m²,남,65~69세,97,32
BMI,kg/m²,남,65~69세,98,34.7
BMI,kg/m²,남,65~69세,99,37.4
BMI,kg/m²,남,65~69세,100,50
BMI,kg/m²,여,65~69세,1,15.8
BMI,kg/m²,여,65~69세,2,17.5
BMI,kg/m²,여,65~69세,3,18.5
BMI,kg/m²,여,65~69세,4,18.7
BMI,kg/m²,여,65~69세,5,18.8
BMI,kg/m²,여,65~69세,6,18.9
BMI,kg/m²,여,65~69세,7,19
BMI,kg/m²,여,65~69세,8,19.1
BMI,kg/m²,여,65~69세,9,19.2
BMI,kg/m²,여,65~69세,10,19.3
BMI,kg/m²,여,65~69세,11,19.4
BMI,kg/m²,여,65~69세,12,19.5
BMI,kg/m²,여,65~69세,13,19.6
BMI,kg/m²,여,65~69세,14,19.7
BMI,kg/m²,여,65~69세,15,19.8
BMI,kg/m²,여,65~69세,16,19.9
BMI,kg/m²,여,65~69세,17,20
BMI,kg/m²,여,65~69세,18,20.1
BMI,kg/m²,여,65~69세,19,20.2
BMI,kg/m²,여,65~69세,20,20.3
BMI,kg/m²,여,65~69세,21,20.4
BMI,kg/m²,여,65~69세,22,20.6
BMI,kg/m²,여,65~69세,23,20.7
BMI,kg/m²,여,65~69세,24,20.8
BMI,kg/m²,여,65~69세,25,20.9
BMI,kg/m²,여,65~69세,26,21
BMI,kg/m²,여,65~69세,27,21.1
BMI,kg/m²,여,65~69세,28,21.2
BMI,kg/m²,여,65~69세,29,21.3
BMI,kg/m²,여,65~69세,30,21.4
BMI,kg/m²,여,65~69세,31,21.5
BMI,kg/m²,여,65~69세,32,21.6
BMI,kg/m²,여,65~69세,33,21.7
BMI,kg/m²,여,65~69세,34,21.8
BMI,kg/m²,여,65~69세,35,21.9
BMI,kg/m²,여,65~69세,36,22
BMI,kg/m²,여,65~69세,37,22.1
BMI,kg/m²,여,65~69세,38,22.2
BMI,kg/m²,여,65~69세,39,22.3
BMI,kg/m²,여,65~69세,40,22.5
BMI,kg/m²,여,65~69세,41,22.6
BMI,kg/m²,여,65~69세,42,22.7
BMI,kg/m²,여,65~69세,43,22.8
BMI,kg/m²,여,65~69세,44,22.9
BMI,kg/m²,여,65~69세,45,23
BMI,kg/m²,여,65~69세,46,23.1
BMI,kg/m²,여,65~69세,47,23.2
BMI,kg/m²,여,65~69세,48,23.3
BMI,kg/m²,여,65~69세,49,23.4
BMI,kg/m²,여,65~69세,50,23.5
BMI,kg/m²,여,65~69세,51,23.6
BMI,kg/m²,여,65~69세,52,23.7
BMI,kg/m²,여,65~69세,53,23.8
BMI,kg/m²,여,65~69세,54,23.9
BMI,kg/m²,여,65~69세,55,24
BMI,kg/m²,여,65~69세,56,24.1
BMI,kg/m²,여,65~69세,57,24.2
BMI,kg/m²,여,65~69세,58,24.4
BMI,kg/m²,여,65~69세,59,24.5
BMI,kg/m²,여,65~69세,60,24.6
BMI,kg/m²,여,65~69세,61,24.7
BMI,kg/m²,여,65~69세,62,24.8
BMI,kg/m²,여,65~69세,63,24.9
BMI,kg/m²,여,65~69세,64,25
BMI,kg/m²,여,65~69세,65,25.1
BMI,kg/m²,여,65~69세,66,25.3
BMI,kg/m²,여,65~69세,67,25.5
BMI,kg/m²,여,65~69세,68,25.6
BMI,kg/m²,여,65~69세,69,25.8
BMI,kg/m²,여,65~69세,70,26
BMI,kg/m²,여,65~69세,71,26.1
BMI,kg/m²,여,65~69세,72,26.3
BMI,kg/m²,여,65~69세,73,26.4
BMI,kg/m²,여,65~69세,74,26.6
BMI,kg/m²,여,65~69세,75,26.8
BMI,kg/m²,여,65~69세,76,26.9
BMI,kg/m²,여,65~69세,77,27.1
BMI,kg/m²,여,65~69세,78,27.3
BMI,kg/m²,여,65~69세,79,27.4
BMI,kg/m²,여,65~69세,80,27.6
BMI,kg/m²,여,65~69세,81,27.7
BMI,kg/m²,여,65~69세,82,27.9
BMI,kg/m²,여,65~69세,83,28.1
BMI,kg/m²,여,65~69세,84,28.2
BMI,kg/m²,여,65~69세,85,28.4
BMI,kg/m²,여,65~69세,86,28.6
BMI,kg/m²,여,65~69세,87,28.7
BMI,kg/m²,여,65~69세,88,28.9
BMI,kg/m²,여,65~69세,89,29
BMI,kg/m²,여,65~69세,90,29.2
BMI,kg/m²,여,65~69세,91,29.4
BMI,kg/m²,여,65~69세,92,29.5
BMI,kg/m²,여,65~69세,93,29.7
BMI,kg/m²,여,65~69세,94,29.8
BMI,kg/m²,여,65~69세,95,30.1
BMI,kg/m²,여,65~69세,96,32.1
BMI,kg/m²,여,65~69세,97,34.1
BMI,kg/m²,여,65~69세,98,36.1
BMI,kg/m²,여,65~69세,99,38.1
BMI,kg/m²,여,65~69세,100,50
BMI,kg/m²,남,70~74세,1,16.4
BMI,kg/m²,남,70~74세,2,18.5
BMI,kg/m²,남,70~74세,3,18.6
BMI,kg/m²,남,70~74세,4,18.7
BMI,kg/m²,남,70~74세,5,18.8
BMI,kg/m²,남,70~74세,6,19
BMI,kg/m²,남,70~74세,7,19.1
BMI,kg/m²,남,70~74세,8,19.2
BMI,kg/m²,남,70~74세,9,19.3
BMI,kg/m²,남,70~74세,10,19.4
BMI,kg/m²,남,70~74세,11,19.5
BMI,kg/m²,남,70~74세,12,19.6
BMI,kg/m²,남,70~74세,13,19.7
BMI,kg/m²,남,70~74세,14,19.9
BMI,kg/m²,남,70~74세,15,20
BMI,kg/m²,남,70~74세,16,20.1
BMI,kg/m²,남,70~74세,17,20.2
BMI,kg/m²,남,70~74세,18,20.3
BMI,kg/m²,남,70~74세,19,20.4
BMI,kg/m²,남,70~74세,20,20.5
BMI,kg/m²,남,70~74세,21,20.6
BMI,kg/m²,남,70~74세,22,20.8
BMI,kg/m²,남,70~74세,23,20.9
BMI,kg/m²,남,70~74세,24,21
BMI,kg/m²,남,70~74세,25,21.1
BMI,kg/m²,남,70~74세,26,21.2
BMI,kg/m²,남,70~74세,27,21.3
BMI,kg/m²,남,70~74세,28,21.4
BMI,kg/m²,남,70~74세,29,21.6
BMI,kg/m²,남,70~74세,30,21.7
BMI,kg/m²,남,70~74세,31,21.8
BMI,kg/m²,남,70~74세,32,21.9
BMI,kg/m²,남,70~74세,33,22
BMI,kg/m²,남,70~74세,34,22.1
BMI,kg/m²,남,70~74세,35,22.2
BMI,kg/m²,남,70~74세,36,22.3
BMI,kg/m²,남,70~74세,37,22.5
BMI,kg/m²,남,70~74세,38,22.6
BMI,kg/m²,남,70~74세,39,22.7
BMI,kg/m²,남,70~74세,40,22.8
BMI,kg/m²,남,70~74세,41,22.9
BMI,kg/m²,남,70~74세,42,23
BMI,kg/m²,남,70~74세,43,23.1
BMI,kg/m²,남,70~74세,44,23.2
BMI,kg/m²,남,70~74세,45,23.4
BMI,kg/m²,남,70~74세,46,23.5
BMI,kg/m²,남,70~74세,47,23.6
BMI,kg/m²,남,70~74세,48,23.7
BMI,kg/m²,남,70~74세,49,23.8
BMI,kg/m²,남,70~74세,50,23.9
BMI,kg/m²,남,70~74세,51,24
BMI,kg/m²,남,70~74세,52,24.1
BMI,kg/m²,남,70~74세,53,24.3
BMI,kg/m²,남,70~74세,54,24.4
BMI,kg/m²,남,70~74세,55,24.5
BMI,kg/m²,남,70~74세,56,24.6
BMI,kg/m²,남,70~74세,57,24.7
BMI,kg/m²,남,70~74세,58,24.8
BMI,kg/m²,남,70~74세,59,24.9
BMI,kg/m²,남,70~74세,60,25
BMI,kg/m²,남,70~74세,61,25.2
BMI,kg/m²,남,70~74세,62,25.3
BMI,kg/m²,남,70~74세,63,25.5
BMI,kg/m²,남,70~74세,64,25.6
BMI,kg/m²,남,70~74세,65,25.7
BMI,kg/m²,남,70~74세,66,25.9
BMI,kg/m²,남,70~74세,67,26
BMI,kg/m²,남,70~74세,68,26.1
BMI,kg/m²,남,70~74세,69,26.3
BMI,kg/m²,남,70~74세,70,26.4
BMI,kg/m²,남,70~74세,71,26.5
BMI,kg/m²,남,70~74세,72,26.7
BMI,kg/m²,남,70~74세,73,26.8
BMI,kg/m²,남,70~74세,74,26.9
BMI,kg/m²,남,70~74세,75,27.1
BMI,kg/m²,남,70~74세,76,27.2
BMI,kg/m²,남,70~74세,77,27.3
BMI,kg/m²,남,70~74세,78,27.5
BMI,kg/m²,남,70~74세,79,27.6
BMI,kg/m²,남,70~74세,80,27.7
BMI,kg/m²,남,70~74세,81,27.9
BMI,kg/m²,남,70~74세,82,28
BMI,kg/m²,남,70~74세,83,28.1
BMI,kg/m²,남,70~74세,84,28.3
BMI,kg/m²,남,70~74세,85,28.4
BMI,kg/m²,남,70~74세,86,28.6
BMI,kg/m²,남,70~74세,87,28.7
BMI,kg/m²,남,70~74세,88,28.8
BMI,kg/m²,남,70~74세,89,29
BMI,kg/m²,남,70~74세,90,29.1
BMI,kg/m²,남,70~74세,91,29.2
BMI,kg/m²,남,70~74세,92,29.4
BMI,kg/m²,남,70~74세,93,29.5
BMI,kg/m²,남,70~74세,94,29.6
BMI,kg/m²,남,70~74세,95,29.8
BMI,kg/m²,남,70~74세,96,29.9
BMI,kg/m²,남,70~74세,97,30.8
BMI,kg/m²,남,70~74세,98,33.9
BMI,kg/m²,남,70~74세,99,37
BMI,kg/m²,남,70~74세,100,50
BMI,kg/m²,여,70~74세,1,15.9
BMI,kg/m²,여,70~74세,2,17.8
BMI,kg/m²,여,70~74세,3,18.6
BMI,kg/m²,여,70~74세,4,18.7
BMI,kg/m²,여,70~74세,5,18.8
BMI,kg/m²,여,70~74세,6,18.9
BMI,kg/m²,여,70~74세,7,19
BMI,kg/m²,여,70~74세,8,19.1
BMI,kg/m²,여,70~74세,9,19.2
BMI,kg/m²,여,70~74세,10,19.4
BMI,kg/m²,여,70~74세,11,19.5
BMI,kg/m²,여,70~74세,12,19.6
BMI,kg/m²,여,70~74세,13,19.7
BMI,kg/m²,여,70~74세,14,19.8
BMI,kg/m²,여,70~74세,15,19.9
BMI,kg/m²,여,70~74세,16,20
BMI,kg/m²,여,70~74세,17,20.2
BMI,kg/m²,여,70~74세,18,20.3
BMI,kg/m²,여,70~74세,19,20.4
BMI,kg/m²,여,70~74세,20,20.5
BMI,kg/m²,여,70~74세,21,20.6
BMI,kg/m²,여,70~74세,22,20.7
BMI,kg/m²,여,70~74세,23,20.8
BMI,kg/m²,여,70~74세,24,20.9
BMI,kg/m²,여,70~74세,25,21.1
BMI,kg/m²,여,70~74세,26,21.2
BMI,kg/m²,여,70~74세,27,21.3
BMI,kg/m²,여,70~74세,28,21.4
BMI,kg/m²,여,70~74세,29,21.5
BMI,kg/m²,여,70~74세,30,21.6
BMI,kg/m²,여,70~74세,31,21.7
BMI,kg/m²,여,70~74세,32,21.8
BMI,kg/m²,여,70~74세,33,22
BMI,kg/m²,여,70~74세,34,22.1
BMI,kg/m²,여,70~74세,35,22.2
BMI,kg/m²,여,70~74세,36,22.3
BMI,kg/m²,여,70~74세,37,22.4
BMI,kg/m²,여,70~74세,38,22.5
BMI,kg/m²,여,70~74세,39,22.6
BMI,kg/m²,여,70~74세,40,22.7
BMI,kg/m²,여,70~74세,41,22.9
BMI,kg/m²,여,70~74세,42,23
BMI,kg/m²,여,70~74세,43,23.1
BMI,kg/m²,여,70~74세,44,23.2
BMI,kg/m²,여,70~74세,45,23.3
BMI,kg/m²,여,70~74세,46,23.4
BMI,kg/m²,여,70~74세,47,23.5
BMI,kg/m²,여,70~74세,48,23.7
BMI,kg/m²,여,70~74세,49,23.8
BMI,kg/m²,여,70~74세,50,23.9
BMI,kg/m²,여,70~74세,51,24
BMI,kg/m²,여,70~74세,52,24.1
BMI,kg/m²,여,70~74세,53,24.2
BMI,kg/m²,여,70~74세,54,24.3
BMI,kg/m²,여,70~74세,55,24.4
BMI,kg/m²,여,70~74세,56,24.6
BMI,kg/m²,여,70~74세,57,24.7
BMI,kg/m²,여,70~74세,58,24.8
BMI,kg/m²,여,70~74세,59,24.9
BMI,kg/m²,여,70~74세,60,25
BMI,kg/m²,여,70~74세,61,25.2
BMI,kg/m²,여,70~74세,62,25.3
BMI,kg/m²,여,70~74세,63,25.4
BMI,kg/m²,여,70~74세,64,25.6
BMI,kg/m²,여,70~74세,65,25.7
BMI,kg/m²,여,70~74세,66,25.9
BMI,kg/m²,여,70~74세,67,26
BMI,kg/m²,여,70~74세,68,26.2
BMI,kg/m²,여,70~74세,69,26.3
BMI,kg/m²,여,70~74세,70,26.5
BMI,kg/m²,여,70~74세,71,26.6
BMI,kg/m²,여,70~74세,72,26.8
BMI,kg/m²,여,70~74세,73,26.9
BMI,kg/m²,여,70~74세,74,27.1
BMI,kg/m²,여,70~74세,75,27.2
BMI,kg/m²,여,70~74세,76,27.3
BMI,kg/m²,여,70~74세,77,27.5
BMI,kg/m²,여,70~74세,78,27.6
BMI,kg/m²,여,70~74세,79,27.8
BMI,kg/m²,여,70~74세,80,27.9
BMI,kg/m²,여,70~74세,81,28.1
BMI,kg/m²,여,70~74세,82,28.2
BMI,kg/m²,여,70~74세,83,28.4
BMI,kg/m²,여,70~74세,84,28.5
BMI,kg/m²,여,70~74세,85,28.7
BMI,kg/m²,여,70~74세,86,28.8
BMI,kg/m²,여,70~74세,87,29
BMI,kg/m²,여,70~74세,88,29.1
BMI,kg/m²,여,70~74세,89,29.2
BMI,kg/m²,여,70~74세,90,29.4
BMI,kg/m²,여,70~74세,91,29.5
BMI,kg/m²,여,70~74세,92,29.7
BMI,kg/m²,여,70~74세,93,29.8
BMI,kg/m²,여,70~74세,94,30
BMI,kg/m²,여,70~74세,95,31.5
BMI,kg/m²,여,70~74세,96,33.2
BMI,kg/m²,여,70~74세,97,34.9
BMI,kg/m²,여,70~74세,98,36.7
BMI,kg/m²,여,70~74세,99,38.4
BMI,kg/m²,여,70~74세,100,50
BMI,kg/m²,남,75~79세,1,15.8
BMI,kg/m²,남,75~79세,2,17.6
BMI,kg/m²,남,75~79세,3,18.6
BMI,kg/m²,남,75~79세,4,18.7
BMI,kg/m²,남,75~79세,5,18.8
BMI,kg/m²,남,75~79세,6,18.9
BMI,kg/m²,남,75~79세,7,19
BMI,kg/m²,남,75~79세,8,19.1
BMI,kg/m²,남,75~79세,9,19.2
BMI,kg/m²,남,75~79세,10,19.3
BMI,kg/m²,남,75~79세,11,19.4
BMI,kg/m²,남,75~79세,12,19.5
BMI,kg/m²,남,75~79세,13,19.6
BMI,kg/m²,남,75~79세,14,19.7
BMI,kg/m²,남,75~79세,15,19.9
BMI,kg/m²,남,75~79세,16,20
BMI,kg/m²,남,75~79세,17,20.1
BMI,kg/m²,남,75~79세,18,20.2
BMI,kg/m²,남,75~79세,19,20.3
BMI,kg/m²,남,75~79세,20,20.4
BMI,kg/m²,남,75~79세,21,20.5
BMI,kg/m²,남,75~79세,22,20.6
BMI,kg/m²,남,75~79세,23,20.7
BMI,kg/m²,남,75~79세,24,20.8
BMI,kg/m²,남,75~79세,25,20.9
BMI,kg/m²,남,75~79세,26,21.1
BMI,kg/m²,남,75~79세,27,21.2
BMI,kg/m²,남,75~79세,28,21.3
BMI,kg/m²,남,75~79세,29,21.4
BMI,kg/m²,남,75~79세,30,21.5
BMI,kg/m²,남,75~79세,31,21.6
BMI,kg/m²,남,75~79세,32,21.7
BMI,kg/m²,남,75~79세,33,21.8
BMI,kg/m²,남,75~79세,34,21.9
BMI,kg/m²,남,75~79세,35,22
BMI,kg/m²,남,75~79세,36,22.1
BMI,kg/m²,남,75~79세,37,22.3
BMI,kg/m²,남,75~79세,38,22.4
BMI,kg/m²,남,75~79세,39,22.5
BMI,kg/m²,남,75~79세,40,22.6
BMI,kg/m²,남,75~79세,41,22.7
BMI,kg/m²,남,75~79세,42,22.8
BMI,kg/m²,남,75~79세,43,22.9
BMI,kg/m²,남,75~79세,44,23
BMI,kg/m²,남,75~79세,45,23.1
BMI,kg/m²,남,75~79세,46,23.2
BMI,kg/m²,남,75~79세,47,23.3
BMI,kg/m²,남,75~79세,48,23.4
BMI,kg/m²,남,75~79세,49,23.6
BMI,kg/m²,남,75~79세,50,23.7
BMI,kg/m²,남,75~79세,51,23.8
BMI,kg/m²,남,75~79세,52,23.9
BMI,kg/m²,남,75~79세,53,24
BMI,kg/m²,남,75~79세,54,24.1
BMI,kg/m²,남,75~79세,55,24.2
BMI,kg/m²,남,75~79세,56,24.3
BMI,kg/m²,남,75~79세,57,24.4
BMI,kg/m²,남,75~79세,58,24.5
BMI,kg/m²,남,75~79세,59,24.6
BMI,kg/m²,남,75~79세,60,24.8
BMI,kg/m²,남,75~79세,61,24.9
BMI,kg/m²,남,75~79세,62,25
BMI,kg/m²,남,75~79세,63,25.1
BMI,kg/m²,남,75~79세,64,25.2
BMI,kg/m²,남,75~79세,65,25.4
BMI,kg/m²,남,75~79세,66,25.5
BMI,kg/m²,남,75~79세,67,25.7
BMI,kg/m²,남,75~79세,68,25.8
BMI,kg/m²,남,75~79세,69,26
BMI,kg/m²,남,75~79세,70,26.1
BMI,kg/m²,남,75~79세,71,26.2
BMI,kg/m²,남,75~79세,72,26.4
BMI,kg/m²,남,75~79세,73,26.5
BMI,kg/m²,남,75~79세,74,26.7
BMI,kg/m²,남,75~79세,75,26.8
BMI,kg/m²,남,75~79세,76,27
BMI,kg/m²,남,75~79세,77,27.1
BMI,kg/m²,남,75~79세,78,27.3
BMI,kg/m²,남,75~79세,79,27.4
BMI,kg/m²,남,75~79세,80,27.5
BMI,kg/m²,남,75~79세,81,27.7
BMI,kg/m²,남,75~79세,82,27.8
BMI,kg/m²,남,75~79세,83,28
BMI,kg/m²,남,75~79세,84,28.1
BMI,kg/m²,남,75~79세,85,28.3
BMI,kg/m²,남,75~79세,86,28.4
BMI,kg/m²,남,75~79세,87,28.5
BMI,kg/m²,남,75~79세,88,28.7
BMI,kg/m²,남,75~79세,89,28.8
BMI,kg/m²,남,75~79세,90,29
BMI,kg/m²,남,75~79세,91,29.1
BMI,kg/m²,남,75~79세,92,29.3
BMI,kg/m²,남,75~79세,93,29.4
BMI,kg/m²,남,75~79세,94,29.5
BMI,kg/m²,남,75~79세,95,29.7
BMI,kg/m²,남,75~79세,96,29.8
BMI,kg/m²,남,75~79세,97,30
BMI,kg/m²,남,75~79세,98,32.9
BMI,kg/m²,남,75~79세,99,36.5
BMI,kg/m²,남,75~79세,100,50
BMI,kg/m²,여,75~79세,1,15.7
BMI,kg/m²,여,75~79세,2,17.4
BMI,kg/m²,여,75~79세,3,18.5
BMI,kg/m²,여,75~79세,4,18.7
BMI,kg/m²,여,75~79세,5,18.8
BMI,kg/m²,여,75~79세,6,18.9
BMI,kg/m²,여,75~79세,7,19
BMI,kg/m²,여,75~79세,8,19.1
BMI,kg/m²,여,75~79세,9,19.2
BMI,kg/m²,여,75~79세,10,19.4
BMI,kg/m²,여,75~79세,11,19.5
BMI,kg/m²,여,75~79세,12,19.6
BMI,kg/m²,여,75~79세,13,19.7
BMI,kg/m²,여,75~79세,14,19.8
BMI,kg/m²,여,75~79세,15,19.9
BMI,kg/m²,여,75~79세,16,20.1
BMI,kg/m²,여,75~79세,17,20.2
BMI,kg/m²,여,75~79세,18,20.3
BMI,kg/m²,여,75~79세,19,20.4
BMI,kg/m²,여,75~79세,20,20.5
BMI,kg/m²,여,75~79세,21,20.6
BMI,kg/m²,여,75~79세,22,20.7
BMI,kg/m²,여,75~79세,23,20.9
BMI,kg/m²,여,75~79세,24,21
BMI,kg/m²,여,75~79세,25,21.1
BMI,kg/m²,여,75~79세,26,21.2
BMI,kg/m²,여,75~79세,27,21.3
BMI,kg/m²,여,75~79세,28,21.4
BMI,kg/m²,여,75~79세,29,21.6
BMI,kg/m²,여,75~79세,30,21.7
BMI,kg/m²,여,75~79세,31,21.8
BMI,kg/m²,여,75~79세,32,21.9
BMI,kg/m²,여,75~79세,33,22
BMI,kg/m²,여,75~79세,34,22.1
BMI,kg/m²,여,75~79세,35,22.3
BMI,kg/m²,여,75~79세,36,22.4
BMI,kg/m²,여,75~79세,37,22.5
BMI,kg/m²,여,75~79세,38,22.6
BMI,kg/m²,여,75~79세,39,22.7
BMI,kg/m²,여,75~79세,40,22.8
BMI,kg/m²,여,75~79세,41,23
BMI,kg/m²,여,75~79세,42,23.1
BMI,kg/m²,여,75~79세,43,23.2
BMI,kg/m²,여,75~79세,44,23.3
BMI,kg/m²,여,75~79세,45,23.4
BMI,kg/m²,여,75~79세,46,23.5
BMI,kg/m²,여,75~79세,47,23.7
BMI,kg/m²,여,75~79세,48,23.8
BMI,kg/m²,여,75~79세,49,23.9
BMI,kg/m²,여,75~79세,50,24
BMI,kg/m²,여,75~79세,51,24.1
BMI,kg/m²,여,75~79세,52,24.2
BMI,kg/m²,여,75~79세,53,24.4
BMI,kg/m²,여,75~79세,54,24.5
BMI,kg/m²,여,75~79세,55,24.6
BMI,kg/m²,여,75~79세,56,24.7
BMI,kg/m²,여,75~79세,57,24.8
BMI,kg/m²,여,75~79세,58,24.9
BMI,kg/m²,여,75~79세,59,25.1
BMI,kg/m²,여,75~79세,60,25.2
BMI,kg/m²,여,75~79세,61,25.3
BMI,kg/m²,여,75~79세,62,25.5
BMI,kg/m²,여,75~79세,63,25.6
BMI,kg/m²,여,75~79세,64,25.8
BMI,kg/m²,여,75~79세,65,25.9
BMI,kg/m²,여,75~79세,66,26.1
BMI,kg/m²,여,75~79세,67,26.2
BMI,kg/m²,여,75~79세,68,26.3
BMI,kg/m²,여,75~79세,69,26.5
BMI,kg/m²,여,75~79세,70,26.6
BMI,kg/m²,여,75~79세,71,26.8
BMI,kg/m²,여,75~79세,72,26.9
BMI,kg/m²,여,75~79세,73,27
BMI,kg/m²,여,75~79세,74,27.2
BMI,kg/m²,여,75~79세,75,27.3
BMI,kg/m²,여,75~79세,76,27.5
BMI,kg/m²,여,75~79세,77,27.6
BMI,kg/m²,여,75~79세,78,27.7
BMI,kg/m²,여,75~79세,79,27.9
BMI,kg/m²,여,75~79세,80,28
BMI,kg/m²,여,75~79세,81,28.2
BMI,kg/m²,여,75~79세,82,28.3
BMI,kg/m²,여,75~79세,83,28.4
BMI,kg/m²,여,75~79세,84,28.6
BMI,kg/m²,여,75~79세,85,28.7
BMI,kg/m²,여,75~79세,86,28.9
BMI,kg/m²,여,75~79세,87,29
BMI,kg/m²,여,75~79세,88,29.1
BMI,kg/m²,여,75~79세,89,29.3
